edad,promedio_notas,horas_estudio_semana,participacion_actividades,asistencia_clases
19,3.1,33,Baja,93.83
21,2.54,23,Alta,95.39
23,3.34,20,Media,95.43
19,2.11,16,Media,89.62
20,2.35,37,Media,93.67
23,3.62,8,Baja,77.41
28,4.02,11,Media,82.87
21,2.32,27,Alta,80.07
28,2.16,24,Alta,81.32
23,2.98,5,Media,68.59
27,2.58,5,Alta,86.84
20,2.65,9,Baja,80.31
29,3.3,10,Media,87.75
19,4.96,33,Alta,82.9
28,1.29,38,Media,100.0
24,3.16,12,Alta,85.14
28,3.62,36,Alta,74.62
20,3.3,8,Media,82.26
25,4.4,18,Baja,81.07
23,4.0,16,Alta,85.77
27,1.91,38,Alta,92.14
25,3.55,22,Media,78.23
23,2.03,31,Alta,92.71
25,3.07,5,Baja,96.08
22,2.35,8,Baja,86.46
18,2.77,22,Baja,98.7
26,4.09,20,Media,78.05
23,3.16,20,Alta,86.03
18,3.13,38,Baja,79.79
22,4.03,23,Alta,94.75
26,3.37,29,Media,83.91
18,2.93,32,Media,80.52
24,2.59,22,Media,86.48
25,2.93,29,Media,88.96
23,3.36,34,Baja,63.32
21,3.66,12,Media,77.03
23,3.41,19,Alta,79.7
29,2.44,31,Media,100.0
22,2.04,33,Media,62.47
20,1.91,27,Alta,87.0
24,1.89,31,Alta,72.75
24,3.6,33,Alta,75.36
26,2.35,8,Media,90.52
24,2.53,11,Alta,82.35
22,2.77,23,Media,81.16
19,3.03,25,Media,77.13
25,2.73,28,Baja,78.08
25,3.91,25,Media,66.9
26,2.05,29,Media,66.18
28,3.88,14,Alta,77.62
23,1.85,18,Baja,97.42
27,4.02,26,Baja,92.15
27,2.11,20,Alta,83.36
27,3.03,25,Media,80.82
18,5.0,24,Baja,82.31
21,2.01,34,Baja,69.2
26,3.38,38,Alta,87.41
19,2.81,20,Baja,82.49
26,2.69,18,Media,91.45
18,3.31,12,Media,84.76
24,2.72,28,Alta,91.41
22,4.25,34,Media,97.19
18,1.92,34,Media,87.23
27,3.2,23,Media,73.66
19,2.29,26,Baja,91.08
19,2.31,38,Media,92.02
25,4.11,6,Media,82.04
29,1.18,35,Alta,81.33
21,1.01,28,Baja,69.93
23,2.46,5,Alta,88.56
19,3.89,28,Alta,73.92
26,3.16,28,Media,79.93
25,4.13,27,Baja,97.91
26,2.62,20,Alta,85.8
28,3.68,33,Baja,77.65
26,3.08,11,Alta,86.08
19,2.26,15,Baja,80.26
22,1.54,18,Alta,69.57
21,2.01,39,Baja,86.34
28,2.48,37,Media,78.94
21,2.69,23,Media,84.02
26,3.86,28,Alta,77.78
26,3.05,36,Alta,77.66
25,3.13,23,Baja,83.07
20,1.83,7,Alta,88.38
19,2.96,18,Baja,84.57
20,2.18,25,Alta,82.44
25,3.41,10,Media,63.74
20,3.57,16,Baja,90.79
22,3.97,34,Alta,79.32
20,3.5,38,Baja,93.39
25,2.85,21,Media,95.54
22,3.81,35,Media,100.0
18,5.0,5,Media,72.08
18,4.1,17,Baja,81.7
24,3.28,10,Baja,75.23
21,3.43,38,Baja,100.0
23,3.94,25,Baja,84.36
20,2.05,24,Media,82.98
24,0.72,21,Media,65.15
24,2.56,10,Media,81.2
21,2.65,30,Alta,88.84
28,3.09,16,Baja,80.35
19,2.17,25,Media,77.97
25,2.75,10,Baja,86.79
18,3.0,18,Media,99.23
25,3.02,38,Baja,76.85
29,2.01,25,Media,88.22
19,2.59,27,Baja,97.92
18,1.87,23,Baja,87.07
23,4.26,20,Alta,85.99
28,1.53,6,Baja,89.0
18,3.5,25,Baja,90.85
27,3.47,15,Baja,86.8
22,1.08,18,Baja,96.82
20,2.96,14,Media,76.44
25,2.63,7,Media,94.67
24,1.81,23,Media,70.89
27,2.69,22,Media,77.07
18,2.13,18,Baja,86.86
24,2.37,37,Media,92.76
21,2.92,36,Media,83.72
25,2.3,35,Alta,93.4
28,3.05,38,Media,88.48
22,3.54,30,Alta,93.95
24,3.81,28,Alta,89.87
19,2.88,25,Media,92.11
23,2.65,21,Alta,81.36
19,2.32,31,Baja,77.64
24,3.86,14,Media,92.91
20,4.04,27,Baja,94.73
27,2.13,5,Alta,79.52
22,0.62,5,Baja,80.67
18,3.54,16,Media,100.0
18,2.69,9,Media,84.17
22,4.0,35,Alta,77.52
28,3.8,6,Baja,96.1
24,3.29,26,Alta,85.29
21,3.46,33,Baja,57.24
19,3.18,20,Media,71.84
25,3.8,37,Media,61.4
28,1.46,21,Media,79.69
27,4.2,31,Baja,85.46
29,1.67,30,Media,84.31
23,2.52,10,Media,85.9
22,3.73,19,Alta,84.56
25,1.94,11,Alta,73.68
29,3.9,6,Media,77.51
21,3.96,11,Alta,91.5
20,4.3,18,Alta,69.37
23,2.58,31,Alta,81.99
26,3.1,23,Alta,75.62
22,3.11,23,Media,88.35
23,3.14,20,Baja,100.0
25,2.62,8,Media,86.27
21,1.4,16,Media,86.43
18,2.67,7,Baja,68.06
18,4.45,24,Baja,100.0
21,1.62,35,Alta,62.18
18,4.35,32,Alta,94.46
22,2.57,31,Baja,100.0
18,3.69,16,Media,72.67
26,2.68,13,Baja,92.26
25,2.73,13,Alta,96.43
23,2.2,37,Alta,83.2
28,3.24,26,Baja,74.03
28,3.24,13,Media,77.27
18,3.05,12,Baja,80.1
24,2.88,12,Baja,100.0
26,2.15,30,Alta,79.46
27,3.29,18,Media,87.9
27,3.21,16,Baja,85.3
19,4.34,17,Alta,83.07
21,2.66,14,Alta,80.53
23,1.9,25,Media,67.63
25,3.05,27,Alta,85.15
27,2.56,25,Alta,84.88
23,2.42,22,Media,74.31
29,2.99,24,Media,72.96
18,3.34,14,Media,75.69
25,3.82,9,Media,100.0
19,2.65,29,Alta,79.51
18,2.49,16,Media,88.51
18,3.8,31,Media,74.33
26,2.08,13,Baja,99.68
23,2.11,13,Baja,85.42
25,3.41,18,Media,71.71
25,2.03,16,Media,96.5
28,2.1,31,Alta,95.04
27,1.8,12,Media,69.99
23,2.65,20,Alta,90.68
27,2.4,20,Baja,77.39
26,2.94,14,Alta,79.09
24,2.95,19,Media,67.11
23,2.58,21,Alta,85.78
29,4.47,5,Baja,82.86
19,3.2,7,Alta,76.4
23,4.16,7,Baja,93.02
25,3.03,33,Media,85.68
19,4.07,6,Alta,92.01
24,3.73,15,Baja,95.89
18,2.55,13,Media,56.52
19,3.96,20,Media,85.78
20,4.55,17,Baja,79.96
19,2.2,6,Media,83.93
22,2.02,33,Baja,100.0
19,3.53,18,Alta,87.88
24,1.99,29,Media,84.9
19,2.54,35,Alta,66.96
26,3.68,28,Baja,77.84
21,3.74,24,Alta,80.18
25,4.2,12,Baja,95.12
21,2.5,22,Media,84.84
25,1.86,21,Baja,78.7
20,3.44,10,Baja,100.0
28,2.68,22,Alta,74.67
20,4.56,22,Media,72.6
21,3.61,21,Media,90.47
20,2.73,33,Alta,78.26
29,2.94,34,Media,87.2
27,2.65,16,Media,91.08
21,2.83,33,Media,65.62
20,3.12,12,Media,87.41
26,1.97,24,Alta,99.51
28,2.7,10,Media,91.95
18,2.76,33,Alta,78.73
27,3.74,25,Alta,83.93
29,2.66,16,Media,91.09
21,3.3,24,Alta,84.55
18,2.99,23,Media,84.6
20,3.69,23,Baja,89.21
28,3.7,6,Alta,88.72
25,2.82,36,Alta,81.21
19,3.79,9,Media,96.98
24,2.07,37,Alta,80.75
28,3.4,31,Baja,98.18
19,2.48,25,Media,81.31
25,3.26,7,Media,81.22
21,5.0,33,Alta,89.88
24,4.11,17,Baja,78.63
25,3.22,10,Baja,71.03
25,2.53,10,Media,97.16
27,1.91,17,Media,74.55
29,1.87,24,Baja,97.22
23,2.24,6,Baja,81.23
25,3.41,10,Alta,84.5
29,2.33,34,Alta,93.31
24,3.53,29,Media,80.72
22,2.7,30,Baja,79.82
25,2.87,26,Baja,100.0
19,3.95,21,Alta,70.06
25,2.75,37,Baja,68.69
24,3.46,9,Alta,89.95
29,4.07,35,Alta,73.09
21,3.34,9,Media,91.5
20,1.2,39,Baja,85.79
23,3.14,5,Baja,83.98
18,3.45,11,Media,73.86
20,2.66,22,Media,93.96
26,2.3,6,Baja,100.0
21,3.11,32,Media,90.64
18,2.45,15,Media,92.57
20,2.48,7,Alta,96.42
21,3.49,36,Baja,91.31
27,2.43,20,Media,97.34
24,2.58,8,Media,99.72
24,3.42,37,Baja,93.53
19,2.74,29,Baja,84.21
19,3.24,16,Baja,98.68
21,2.43,14,Media,93.16
22,3.77,25,Baja,82.22
20,2.0,30,Alta,76.84
23,4.13,22,Baja,89.75
22,2.3,33,Baja,80.72
27,3.97,39,Alta,73.35
18,3.56,27,Media,85.08
20,3.65,21,Media,82.66
29,1.89,5,Baja,64.95
24,3.33,18,Media,88.28
28,3.06,23,Media,89.86
23,2.0,14,Media,76.36
25,2.59,16,Media,83.17
18,2.24,26,Alta,87.18
27,1.19,25,Baja,67.8
28,2.94,26,Media,93.49
25,2.84,37,Alta,91.96
25,3.04,10,Alta,92.77
26,1.76,24,Alta,78.3
25,1.68,12,Alta,81.12
20,4.32,35,Alta,100.0
24,3.29,29,Alta,93.31
20,4.26,31,Media,86.92
25,4.36,12,Media,88.62
24,2.68,9,Alta,76.46
23,2.81,36,Alta,89.16
23,3.21,32,Alta,91.98
22,2.26,20,Alta,67.27
23,2.18,36,Baja,55.68
19,2.86,32,Alta,78.69
24,2.75,37,Media,81.58
28,3.39,28,Alta,95.76
26,3.2,38,Media,100.0
23,3.78,35,Media,83.24
18,3.74,12,Baja,94.87
26,2.35,23,Alta,90.44
22,2.72,25,Baja,89.82
23,2.23,29,Baja,75.06
22,2.28,13,Media,72.49
21,2.89,28,Media,87.85
20,3.91,20,Baja,77.48
27,2.49,37,Media,79.47
22,2.84,17,Baja,94.11
26,2.39,7,Media,81.36
21,4.0,27,Media,100.0
24,2.38,17,Media,93.87
25,3.09,22,Alta,75.2
26,2.81,11,Media,74.51
26,2.13,37,Baja,85.29
23,3.9,18,Media,90.16
29,3.9,36,Alta,96.55
27,3.33,6,Media,81.24
24,2.2,38,Baja,81.11
22,3.95,18,Media,84.27
23,2.98,31,Media,89.04
28,3.03,34,Media,81.9
25,2.62,36,Media,99.43
29,4.83,33,Media,78.77
19,2.05,32,Media,87.99
21,2.46,18,Media,79.65
18,3.29,18,Alta,84.8
20,3.77,35,Alta,68.06
18,2.13,37,Media,68.23
27,3.92,17,Baja,91.29
29,2.4,10,Media,75.35
23,2.56,30,Baja,78.7
18,2.56,32,Baja,98.99
28,3.49,29,Alta,90.12
29,2.88,24,Media,90.07
28,3.33,9,Media,100.0
25,2.06,27,Alta,100.0
20,2.24,9,Baja,100.0
26,2.94,28,Baja,100.0
19,3.68,16,Media,88.33
29,1.77,35,Media,78.79
26,2.84,21,Baja,82.25
27,3.68,7,Media,97.78
20,3.74,18,Alta,93.25
23,3.37,5,Media,77.22
29,2.87,14,Media,96.17
22,3.39,22,Alta,89.15
18,2.64,21,Baja,73.65
22,1.4,26,Media,100.0
21,1.79,29,Alta,90.6
27,2.69,17,Media,81.25
25,2.16,18,Baja,92.64
28,3.63,37,Baja,79.06
27,2.28,36,Media,85.38
25,4.46,32,Media,84.03
24,2.54,5,Media,71.45
22,3.06,12,Media,76.39
20,4.07,8,Media,78.87
28,0.61,28,Alta,72.94
29,3.93,14,Media,87.2
18,4.51,24,Alta,87.67
27,3.3,39,Alta,100.0
23,3.01,14,Alta,80.09
22,1.98,31,Baja,96.04
20,3.05,16,Media,69.76
25,3.12,10,Alta,90.58
18,4.45,10,Baja,94.47
26,2.32,16,Baja,71.84
26,2.33,37,Media,75.38
20,2.86,37,Media,100.0
28,2.48,25,Baja,80.58
26,3.57,19,Media,82.09
23,1.74,16,Media,67.26
22,1.61,5,Baja,96.6
28,2.11,18,Media,80.49
24,2.94,34,Media,97.36
25,2.29,25,Baja,93.14
28,1.58,30,Media,70.79
20,2.72,15,Alta,86.07
25,2.41,20,Baja,95.55
28,4.24,5,Alta,82.57
18,3.5,39,Baja,86.56
20,2.1,28,Baja,85.51
22,2.62,31,Baja,90.88
28,2.95,27,Media,81.15
27,2.48,18,Baja,94.75
25,3.65,37,Media,94.59
21,2.4,25,Alta,84.21
22,3.61,28,Media,100.0
20,3.48,7,Alta,87.52
21,3.89,11,Alta,79.84
20,2.04,30,Baja,79.74
25,3.53,29,Baja,83.98
22,1.71,14,Alta,69.35
20,3.98,21,Media,92.29
20,2.33,23,Media,78.17
25,4.02,21,Baja,86.23
28,1.68,18,Baja,98.97
27,3.15,7,Alta,72.05
24,3.61,27,Baja,87.96
18,3.42,27,Baja,77.11
29,2.67,33,Baja,76.89
23,3.82,16,Media,96.99
25,2.64,36,Media,81.52
28,3.29,17,Media,84.47
23,3.22,21,Baja,88.05
26,5.0,18,Alta,85.62
29,3.4,20,Alta,82.24
23,1.64,20,Alta,92.53
24,3.92,13,Media,81.24
23,2.61,5,Alta,94.92
29,3.08,26,Media,100.0
26,2.77,25,Baja,100.0
20,4.87,38,Media,86.3
18,3.36,13,Alta,69.67
27,1.65,9,Media,91.79
18,4.87,26,Media,82.15
21,1.74,7,Media,87.08
21,2.69,35,Media,75.03
19,4.82,13,Baja,91.13
22,3.12,25,Alta,86.27
27,2.69,29,Media,95.96
28,2.22,15,Media,97.08
19,2.59,25,Alta,86.62
22,2.31,29,Alta,78.38
28,5.0,33,Baja,96.47
20,2.79,7,Baja,93.03
27,3.99,11,Baja,82.11
20,2.99,39,Alta,90.02
23,3.63,15,Alta,93.55
21,2.83,20,Media,95.99
25,3.06,21,Media,93.83
25,2.19,29,Baja,71.64
24,3.01,27,Media,91.7
24,4.39,6,Baja,87.13
25,1.73,27,Media,71.29
19,0.92,31,Media,93.73
22,1.98,6,Media,86.6
24,2.77,10,Media,84.12
18,3.58,36,Media,85.66
27,1.53,37,Media,78.33
24,1.78,27,Alta,80.17
26,2.17,9,Media,84.12
23,2.99,37,Alta,71.73
23,2.85,17,Alta,77.8
29,2.51,20,Baja,84.9
29,4.33,32,Baja,87.91
24,3.06,16,Media,98.94
22,3.47,25,Media,78.85
19,3.12,39,Media,99.69
24,2.5,15,Media,80.47
18,3.34,38,Media,90.25
18,3.13,31,Baja,96.64
21,2.95,33,Baja,90.94
22,2.87,11,Media,75.87
20,2.5,30,Baja,83.53
22,2.69,25,Baja,74.5
18,2.46,22,Media,86.41
29,4.79,35,Alta,80.28
21,2.11,34,Media,66.1
20,2.27,23,Alta,71.55
20,3.08,23,Media,81.58
28,0.0,32,Baja,96.43
24,2.9,30,Media,98.5
25,2.38,16,Media,92.17
23,4.38,8,Alta,86.9
21,1.92,35,Media,81.64
25,3.68,23,Baja,73.44
26,4.26,23,Baja,84.27
28,1.89,30,Media,82.58
29,3.14,13,Alta,85.78
25,3.74,20,Baja,88.99
26,3.09,31,Media,82.84
26,3.48,33,Alta,75.5
26,3.29,30,Alta,95.3
25,2.81,6,Alta,84.99
22,3.03,28,Media,83.41
20,1.95,36,Media,70.04
23,2.13,8,Baja,100.0
24,1.92,38,Baja,90.47
21,3.49,34,Alta,85.07
20,2.44,22,Alta,79.48
19,2.72,37,Media,81.42
23,4.62,36,Media,95.04
22,2.7,18,Baja,88.09
25,3.0,8,Alta,90.66
25,2.41,15,Media,86.28
28,2.49,36,Alta,100.0
21,2.84,22,Media,81.06
19,1.68,30,Media,81.31
29,2.41,21,Media,85.67
26,3.39,29,Baja,94.55
29,2.53,23,Baja,65.18
25,2.37,31,Baja,100.0
27,2.28,12,Alta,90.81
24,4.69,36,Media,82.45
28,3.37,13,Alta,83.91
18,3.34,16,Baja,83.37
28,1.57,7,Baja,69.61
25,2.57,6,Media,93.03
19,2.22,38,Media,89.35
21,3.24,10,Media,87.05
29,3.07,16,Media,92.38
23,1.81,38,Alta,87.69
21,3.52,31,Baja,87.56
18,1.54,5,Baja,89.71
28,3.1,5,Alta,83.34
24,2.78,11,Media,83.93
28,3.32,23,Media,78.98
20,2.67,10,Baja,97.67
29,3.67,37,Media,91.26
27,2.23,31,Alta,84.38
26,3.75,28,Baja,73.52
26,2.78,12,Baja,84.07
25,2.41,14,Media,89.54
25,3.11,9,Baja,99.59
27,3.72,35,Media,100.0
26,2.3,24,Media,100.0
29,1.68,29,Alta,81.72
29,3.64,34,Alta,65.6
22,3.73,8,Media,86.6
27,1.96,26,Baja,64.94
19,3.08,10,Alta,87.97
20,2.03,28,Alta,90.94
19,3.71,23,Alta,58.13
23,3.41,27,Media,86.94
19,3.12,17,Alta,89.94
23,4.32,35,Media,87.73
27,3.15,29,Media,98.94
23,2.44,25,Media,85.92
26,2.28,16,Alta,81.46
22,3.0,15,Baja,92.06
18,4.04,9,Baja,67.92
25,3.84,35,Alta,76.66
18,2.59,38,Alta,78.79
21,2.63,32,Alta,96.64
21,3.16,7,Baja,72.75
24,3.98,28,Alta,86.2
24,2.37,6,Media,78.19
29,3.41,21,Alta,90.31
27,2.9,33,Media,87.03
27,2.21,10,Media,95.23
22,2.54,28,Alta,84.64
22,2.46,37,Media,96.81
20,4.22,21,Alta,79.55
19,2.73,30,Baja,80.05
21,3.29,25,Baja,92.12
23,3.36,26,Baja,79.88
29,2.46,30,Media,79.44
21,0.99,25,Alta,94.85
18,2.94,32,Baja,76.25
28,2.7,20,Baja,99.63
28,3.76,38,Alta,92.0
22,3.4,6,Baja,81.71
24,3.4,38,Baja,67.45
21,3.28,16,Alta,73.56
25,3.53,27,Alta,71.88
26,4.5,18,Media,81.63
27,1.32,28,Media,96.15
27,2.07,28,Media,85.47
22,2.88,20,Baja,51.0
20,2.77,6,Media,74.51
19,3.29,16,Media,87.94
27,3.22,6,Media,100.0
21,4.08,16,Alta,75.36
24,3.39,17,Alta,71.43
29,2.63,18,Media,100.0
24,2.32,22,Alta,100.0
21,1.97,11,Baja,71.45
26,2.81,21,Alta,88.59
27,3.74,18,Media,71.4
20,3.12,26,Alta,84.9
27,2.66,17,Baja,77.01
29,3.72,29,Alta,69.9
25,2.47,36,Media,86.7
28,3.59,13,Media,96.61
18,3.44,37,Baja,98.11
22,2.12,14,Alta,87.33
29,3.43,5,Alta,83.21
25,3.95,36,Baja,66.89
28,2.51,9,Alta,98.9
27,3.18,6,Media,96.68
25,2.81,9,Alta,74.79
18,4.24,37,Alta,76.72
26,3.05,5,Media,98.33
18,3.69,19,Media,94.64
28,4.74,38,Media,73.15
23,3.61,16,Media,57.16
22,3.59,37,Alta,74.43
21,2.4,32,Baja,77.03
25,2.88,36,Alta,85.76
19,2.82,13,Baja,79.83
25,3.44,12,Media,82.23
20,3.28,7,Baja,100.0
29,2.32,15,Alta,82.93
23,3.6,18,Media,78.18
27,2.9,19,Media,93.4
18,3.73,17,Media,77.24
26,3.1,37,Media,79.19
28,3.73,27,Media,100.0
28,3.14,28,Baja,93.4
29,4.22,9,Baja,77.21
27,2.63,20,Alta,90.82
27,2.04,36,Media,88.72
24,2.1,29,Baja,85.57
18,3.11,17,Baja,87.46
20,2.17,13,Alta,83.93
25,3.21,33,Alta,93.52
18,2.65,6,Alta,70.6
27,3.14,19,Media,86.55
26,4.32,5,Media,80.62
22,2.64,16,Media,83.39
21,3.96,18,Media,91.03
28,2.69,27,Alta,81.72
22,5.0,6,Baja,81.11
23,3.26,34,Media,76.75
18,3.3,24,Alta,95.66
26,3.16,25,Alta,91.39
18,3.33,37,Alta,79.21
19,3.59,13,Alta,82.33
27,3.51,26,Alta,92.83
29,3.4,22,Media,76.63
26,2.91,30,Baja,79.91
21,3.82,29,Baja,86.64
29,2.92,6,Alta,79.11
21,3.55,20,Media,91.53
21,3.26,10,Media,92.52
28,3.39,18,Baja,88.75
18,2.86,39,Alta,88.8
28,2.81,16,Baja,80.98
25,3.41,17,Media,78.38
26,2.42,22,Media,100.0
29,2.66,9,Baja,99.72
22,3.19,25,Media,96.45
19,3.67,12,Alta,76.62
21,3.31,23,Media,100.0
24,5.0,26,Baja,79.19
26,1.78,6,Baja,82.29
21,3.5,19,Media,84.78
19,2.88,14,Alta,90.88
19,1.92,31,Media,87.62
22,3.25,36,Baja,94.85
27,1.63,36,Media,78.56
28,1.73,9,Media,92.66
26,2.73,37,Baja,84.7
24,3.92,24,Baja,97.99
18,2.79,38,Media,73.35
23,2.74,26,Baja,96.82
20,2.38,25,Alta,93.06
26,3.16,31,Media,86.53
22,2.73,7,Media,71.17
18,4.31,5,Baja,81.09
24,2.41,20,Alta,88.57
18,3.24,35,Media,69.38
21,1.59,33,Media,89.91
24,3.07,39,Alta,80.74
20,4.31,15,Alta,100.0
27,1.81,19,Alta,75.57
19,3.11,30,Alta,70.37
20,3.68,25,Baja,77.8
20,3.53,24,Baja,79.91
19,5.0,20,Baja,80.27
29,4.83,38,Media,92.69
29,2.77,24,Alta,77.87
19,3.25,14,Alta,75.89
23,1.45,32,Media,87.98
21,2.24,19,Alta,83.74
20,2.66,36,Alta,78.64
21,2.76,33,Baja,86.88
24,3.14,33,Baja,89.95
24,3.25,16,Baja,72.12
18,2.8,14,Media,86.51
24,2.45,23,Media,90.75
25,2.64,8,Baja,95.01
29,3.05,8,Media,87.53
25,2.08,36,Baja,84.5
28,4.48,11,Alta,76.95
25,3.12,15,Alta,92.19
28,3.32,8,Alta,79.67
25,3.28,17,Baja,84.82
27,1.97,26,Baja,81.08
18,2.63,34,Baja,77.87
19,2.47,21,Baja,100.0
18,2.47,6,Alta,100.0
27,2.62,33,Baja,92.6
24,2.93,5,Media,79.61
26,2.24,25,Media,87.44
18,2.84,19,Media,84.54
28,3.31,24,Baja,83.1
25,3.28,10,Media,73.03
22,2.92,27,Media,93.47
22,2.09,31,Media,95.09
28,4.67,24,Media,74.93
28,3.51,6,Alta,65.36
21,2.35,9,Baja,73.33
18,4.3,14,Alta,87.49
27,3.51,13,Alta,77.69
18,1.83,20,Media,100.0
19,3.0,27,Media,87.52
23,2.39,26,Baja,74.61
22,3.7,16,Media,96.65
20,3.17,37,Media,100.0
27,2.5,26,Media,100.0
24,3.23,37,Baja,73.55
19,2.25,18,Media,76.23
18,3.48,14,Alta,88.63
26,1.89,16,Alta,64.35
18,2.53,14,Alta,92.17
23,3.31,23,Alta,90.55
29,3.59,10,Media,72.0
21,2.56,31,Baja,87.36
26,2.43,36,Baja,71.78
24,2.82,25,Alta,79.44
19,2.6,34,Baja,88.31
19,1.6,24,Media,84.71
21,4.07,19,Media,74.6
25,3.15,23,Alta,76.09
25,2.76,26,Baja,94.45
21,3.61,22,Alta,87.13
23,2.76,13,Alta,66.42
20,2.14,15,Baja,70.24
27,3.7,33,Baja,99.14
27,3.7,5,Alta,90.4
29,2.84,6,Media,88.44
23,2.94,6,Media,72.63
18,2.56,24,Alta,95.48
23,3.2,25,Baja,100.0
28,1.88,27,Media,98.81
27,2.31,22,Media,87.46
29,2.21,33,Baja,63.2
29,2.91,13,Alta,79.01
22,2.01,22,Alta,80.27
20,2.72,38,Media,90.25
28,2.49,5,Baja,69.67
25,1.96,36,Alta,72.41
26,3.49,17,Baja,83.51
24,4.07,31,Alta,92.56
27,2.3,38,Baja,72.21
28,3.91,30,Alta,88.82
23,2.11,31,Alta,84.93
18,3.92,17,Baja,90.73
18,4.31,6,Baja,87.14
19,2.85,32,Baja,74.48
26,2.85,5,Baja,90.16
21,4.52,39,Media,95.68
28,2.25,35,Alta,67.05
29,2.75,33,Media,75.63
26,3.24,29,Media,100.0
29,3.03,21,Media,88.33
18,2.89,38,Baja,80.03
19,2.47,14,Baja,86.04
22,4.03,15,Baja,71.17
22,3.2,17,Alta,69.95
29,1.55,15,Media,77.8
23,3.14,7,Baja,80.47
29,3.28,10,Media,84.56
20,3.03,6,Media,73.25
19,2.77,25,Baja,87.76
24,2.77,29,Media,95.9
21,3.76,7,Media,82.11
22,3.07,9,Media,85.23
18,1.27,22,Alta,88.67
19,3.66,37,Media,89.29
25,2.26,35,Alta,92.71
18,3.86,29,Alta,95.66
21,3.01,30,Media,95.3
28,3.93,14,Media,77.51
25,2.51,31,Media,93.94
27,3.19,30,Alta,73.99
19,2.13,33,Media,95.32
23,2.87,33,Baja,71.13
18,2.75,14,Media,72.99
29,4.72,33,Media,82.46
29,3.26,37,Baja,77.2
21,3.23,6,Media,78.42
26,2.69,33,Media,91.93
26,4.41,19,Media,82.32
25,4.3,7,Baja,84.4
23,3.83,6,Media,100.0
20,2.32,35,Alta,100.0
22,2.78,33,Media,84.05
25,1.48,28,Alta,92.86
20,2.93,25,Alta,78.96
19,2.65,36,Baja,97.78
28,2.69,31,Media,85.9
18,3.45,7,Baja,98.5
26,2.25,19,Alta,82.36
18,4.55,13,Media,100.0
26,4.03,19,Media,81.02
27,3.17,27,Baja,87.5
19,3.77,16,Media,96.74
19,3.97,15,Alta,86.33
25,2.41,19,Media,97.96
20,2.66,16,Alta,98.74
22,3.18,8,Alta,92.93
26,3.47,36,Alta,90.76
27,2.25,10,Baja,74.23
21,3.59,26,Media,83.18
29,3.52,30,Media,73.91
22,3.5,34,Baja,75.01
28,3.41,20,Media,76.5
27,1.69,37,Media,86.63
29,3.3,11,Media,83.04
18,4.06,25,Baja,83.64
20,3.69,32,Media,100.0
28,3.53,6,Media,88.4
28,2.67,13,Baja,73.35
18,2.85,18,Alta,86.85
29,4.63,24,Alta,89.41
25,4.01,7,Baja,96.75
23,2.54,5,Media,82.77
18,1.68,39,Baja,91.32
18,2.25,28,Media,95.12
22,2.93,36,Media,74.58
22,2.94,34,Media,68.5
28,3.95,8,Baja,66.29
19,3.26,31,Baja,80.29
23,1.72,21,Baja,100.0
28,2.79,11,Alta,84.12
25,3.21,21,Alta,85.92
28,2.74,17,Baja,87.37
25,3.95,38,Alta,89.56
19,1.4,6,Alta,71.76
20,2.26,16,Alta,80.14
29,3.8,16,Alta,74.64
23,2.72,16,Baja,74.96
27,2.89,34,Baja,88.93
25,3.66,30,Alta,95.44
24,2.16,16,Baja,86.93
24,2.95,13,Baja,84.5
24,3.5,22,Baja,84.26
26,3.79,38,Media,82.86
21,4.78,12,Media,89.74
22,2.87,19,Media,80.66
23,2.24,13,Baja,99.92
21,3.14,23,Media,82.79
23,3.11,11,Media,73.99
27,2.85,32,Media,91.87
21,2.98,34,Baja,86.31
18,3.45,23,Alta,73.35
28,2.3,8,Alta,100.0
26,3.65,23,Baja,90.49
28,1.54,23,Alta,86.41
19,2.67,12,Media,99.29
19,1.63,26,Alta,90.03
19,3.24,17,Media,85.85
26,2.32,24,Media,86.66
27,2.87,15,Baja,95.41
26,4.28,12,Media,89.21
20,3.51,8,Baja,89.3
25,2.66,38,Baja,85.58
21,2.01,37,Alta,75.43
22,3.27,25,Alta,75.09
22,2.11,33,Media,84.62
21,1.79,23,Baja,87.42
23,4.27,27,Media,66.36
22,4.25,23,Baja,100.0
18,2.53,20,Baja,79.31
28,3.22,29,Media,90.73
27,2.43,11,Baja,92.85
23,3.33,16,Media,87.58
25,3.65,36,Alta,80.5
26,2.96,33,Alta,98.05
22,2.95,11,Media,96.93
28,3.12,37,Media,89.29
29,1.64,34,Media,96.81
18,2.16,15,Baja,92.29
27,2.41,36,Media,100.0
26,2.54,24,Baja,93.42
27,3.73,16,Alta,81.99
18,3.3,20,Alta,91.02
26,2.63,13,Alta,95.47
19,1.49,8,Baja,84.8
26,2.68,26,Media,75.26
18,2.43,11,Baja,88.53
24,2.58,19,Media,81.28
24,2.94,7,Alta,76.94
28,1.51,18,Media,80.63
22,2.51,8,Baja,95.46
24,2.31,37,Media,79.64
29,2.41,14,Alta,96.37
25,3.66,28,Baja,78.57
22,1.63,8,Media,70.15
21,4.32,6,Alta,88.57
19,3.74,25,Media,72.2
27,3.65,28,Baja,100.0
21,2.19,12,Media,86.64
25,3.79,23,Media,72.37
24,2.17,35,Media,76.58
21,3.94,22,Alta,97.84
20,2.53,29,Alta,79.74
20,3.41,17,Alta,82.65
